Time,IRLT_US,M1IDX_US,M3IDX_US,CCRETT01_US,IRLT_EA,M1IDX_EA,M3IDX_EA,CCUS,CCRETT01_EA,GDPIDX_US,GDPIDX_EA
2009M5: May-2009,"3,29","92,70066","97,73842","105,306","4,1323","90,56991","101,4452","0,7319524","109,0394","99,981","100,712"
2009M6: Jun-2009,"3,72","94,80149","97,84425","104,8613","4,3255","91,30607","101,2809","0,7135682","109,9174","100,033","100,716"
2009M7: Jul-2009,"3,56","95,24347","97,8989","104,2844","4,0897","92,35423","101,3054","0,7098261","109,3394","100,087","100,72"
2009M8: Aug-2009,"3,59","95,07701","97,74075","102,7906","3,8915","93,28164","101,1204","0,701","109,4085","100,143","100,724"
2009M9: Sep-2009,"3,4","95,39271","97,84541","101,9464","3,8672","94,2437","101,0098","0,6864545","110,2042","100,201","100,727"
2009M10: Oct-2009,"3,39","96,16187","98,16986","100,3935","3,8036","95,29194","100,9527","0,675","110,6267","100,262","100,73"
2009M11: Nov-2009,"3,4","96,91955","98,62572","99,74886","3,8364","96,03618","100,6993","0,6702333","110,4208","100,325","100,733"
2009M12: Dec-2009,"3,59","97,4878","98,61642","99,82166","3,8727","96,63161","100,5487","0,6863478","109,3466","100,39","100,736"
2010M1: Jan-2010,"3,73","96,26519","98,09544","99,88394","4,102","97,53777","100,4395","0,7001429","106,3103","100,458","100,739"
2010M2: Feb-2010,"3,69","97,72888","98,69899","100,9236","4,1074","98,31646","100,3133","0,73085","103,3851","100,528","100,741"
2010M3: Mar-2010,"3,73","98,36602","98,68038","100,3577","3,986","98,63271","100,2943","0,737","102,6584","100,601","100,743"
2010M4: Apr-2010,"3,85","97,36153","98,81993","99,82269","4,1563","99,24026","100,5063","0,7465454","101,0074","100,677","100,746"
2010M5: May-2010,"3,42","97,99866","99,5863","102,8801","3,6784","100,0161","100,8285","0,7954286","98,07315","100,756","100,749"
2010M6: Jun-2010,"3,2","98,90558","99,78864","103,5881","3,6868","100,533","100,1199","0,8189545","96,21236","100,837","100,752"
2010M7: Jul-2010,"3,01","98,86539","99,9154","101,7937","3,6097","100,8046","99,22725","0,7820455","98,23816","100,922","100,755"
2010M8: Aug-2010,"2,7","100,2143","100,3701","100,8159","3,4364","100,9967","99,39104","0,7754091","97,78654","101,009","100,758"
2010M9: Sep-2010,"2,65","101,2475","100,819","99,61636","3,4921","100,9694","99,60073","0,7639091","97,95811","101,098","100,762"
2010M10: Oct-2010,"2,54","102,0626","101,3946","96,59088","3,3282","100,8024","99,62911","0,72","101,0742","101,191","100,765"
2010M11: Nov-2010,"2,76","105,2655","101,7109","96,57697","3,7165","100,9299","99,77691","0,7334545","99,73294","101,286","100,769"
